timestamp,open,close,high,low,volume
2025-07-19 11:30,17.91,17.917,17.883,17.883,580.2
2025-07-19 11:33,17.885,17.893,17.885,17.893,44.2
2025-07-19 11:36,17.884,17.887,17.854,17.879,546.3
2025-07-19 11:39,17.864,17.864,17.82,17.82,12678.5
2025-07-19 11:42,17.82,17.82,17.8,17.815,3542.8
2025-07-19 11:45,17.81,17.82,17.785,17.785,2976.4
2025-07-19 11:48,17.788,17.788,17.739,17.739,34604.0
2025-07-19 11:51,17.736,17.75,17.736,17.75,19314.6
2025-07-19 11:54,17.744,17.751,17.697,17.736,24093.3
2025-07-19 11:57,17.751,17.752,17.72,17.726,567.5
2025-07-19 12:00,17.727,17.745,17.727,17.743,653.6
2025-07-19 12:03,17.725,17.746,17.696,17.696,2008.7
2025-07-19 12:06,17.7,17.719,17.668,17.705,469.4
2025-07-19 12:09,17.711,17.721,17.693,17.702,158.6
2025-07-19 12:12,17.673,17.673,17.652,17.664,205.2
2025-07-19 12:15,17.661,17.688,17.661,17.663,1027.9
2025-07-19 12:18,17.671,17.739,17.671,17.696,332.2
2025-07-19 12:21,17.696,17.756,17.69,17.75,504.0
2025-07-19 12:24,17.745,17.786,17.74,17.777,19484.0
2025-07-19 12:27,17.793,17.81,17.743,17.75,1976.0
2025-07-19 12:30,17.748,17.781,17.721,17.721,265.8
2025-07-19 12:33,17.74,17.797,17.74,17.797,130.2
2025-07-19 12:36,17.797,17.8,17.789,17.791,14.0
2025-07-19 12:39,17.783,17.8,17.783,17.789,676.0
2025-07-19 12:42,17.808,17.811,17.788,17.811,293.5
2025-07-19 12:45,17.803,17.841,17.78,17.84,1353.5
2025-07-19 12:48,17.84,17.862,17.84,17.86,550.7
2025-07-19 12:51,17.843,17.859,17.826,17.85,381.3
2025-07-19 12:54,17.865,17.869,17.864,17.865,407.6
2025-07-19 12:57,17.86,17.86,17.844,17.846,287.4
2025-07-19 13:00,17.85,17.85,17.816,17.838,1148.8
2025-07-19 13:03,17.839,17.897,17.809,17.81,64677.3
2025-07-19 13:06,17.8,17.8,17.719,17.741,1200.3
2025-07-19 13:09,17.726,17.777,17.726,17.751,644.3
2025-07-19 13:12,17.765,17.789,17.765,17.782,267.4
2025-07-19 13:15,17.797,17.81,17.776,17.81,560.2
2025-07-19 13:18,17.803,17.808,17.793,17.797,28.4
2025-07-19 13:21,17.798,17.798,17.773,17.778,844.3
2025-07-19 13:24,17.775,17.799,17.774,17.799,327.0
2025-07-19 13:27,17.812,17.817,17.793,17.801,499.8
2025-07-19 13:30,17.791,17.801,17.791,17.801,477.3
2025-07-19 13:33,17.823,17.825,17.805,17.806,493.8
2025-07-19 13:36,17.817,17.818,17.808,17.817,154.7
2025-07-19 13:39,17.819,17.834,17.819,17.819,10.2
2025-07-19 13:42,17.824,17.824,17.785,17.819,666.5
2025-07-19 13:45,17.818,17.821,17.805,17.806,1187.9
2025-07-19 13:48,17.795,17.796,17.735,17.758,1536.7
2025-07-19 13:51,17.745,17.796,17.745,17.754,1292.2
2025-07-19 13:54,17.76,17.76,17.717,17.717,3279.4
2025-07-19 13:57,17.71,17.761,17.703,17.75,1671.9
2025-07-19 14:00,17.768,17.777,17.721,17.721,962.7
2025-07-19 14:03,17.75,17.779,17.739,17.762,832.2
2025-07-19 14:06,17.764,17.788,17.747,17.747,581.5
2025-07-19 14:09,17.731,17.731,17.691,17.696,2329.5
2025-07-19 14:12,17.704,17.704,17.677,17.685,1584.1
2025-07-19 14:15,17.689,17.731,17.689,17.731,263.6
2025-07-19 14:18,17.734,17.756,17.726,17.726,716.6
2025-07-19 14:21,17.726,17.726,17.68,17.705,2863.4
2025-07-19 14:24,17.71,17.726,17.675,17.675,857.6
2025-07-19 14:27,17.676,17.676,17.648,17.662,4035.1
2025-07-19 14:30,17.685,17.699,17.63,17.652,4675.3
2025-07-19 14:33,17.665,17.744,17.665,17.704,870.7
2025-07-19 14:36,17.726,17.754,17.726,17.746,27.8
2025-07-19 14:39,17.704,17.708,17.67,17.706,550.3
2025-07-19 14:42,17.725,17.731,17.71,17.727,174.3
2025-07-19 14:45,17.754,17.764,17.703,17.722,186.2
2025-07-19 14:48,17.703,17.715,17.673,17.696,6834.7
2025-07-19 14:51,17.682,17.682,17.631,17.631,129.6
2025-07-19 14:54,17.629,17.668,17.625,17.627,3302.8
2025-07-19 14:57,17.65,17.659,17.579,17.63,24370.1
2025-07-19 15:00,17.634,17.7,17.633,17.694,808.8
2025-07-19 15:03,17.708,17.734,17.708,17.73,432.7
2025-07-19 15:06,17.728,17.765,17.726,17.765,954.8
2025-07-19 15:09,17.751,17.812,17.751,17.786,3226.6
2025-07-19 15:12,17.794,17.794,17.766,17.772,4078.7
2025-07-19 15:15,17.775,17.843,17.775,17.837,259.7
2025-07-19 15:18,17.826,17.858,17.821,17.854,5091.4
2025-07-19 15:21,17.847,17.876,17.839,17.867,200.7
2025-07-19 15:24,17.871,17.878,17.862,17.876,814.9
2025-07-19 15:27,17.876,17.898,17.867,17.898,1752.6
2025-07-19 15:30,17.903,17.912,17.851,17.851,2134.7
2025-07-19 15:33,17.851,17.87,17.834,17.86,614.4
2025-07-19 15:36,17.86,17.915,17.86,17.914,196.7
2025-07-19 15:39,17.904,17.923,17.893,17.923,723.8
2025-07-19 15:42,17.925,17.925,17.908,17.915,121.5
2025-07-19 15:45,17.904,17.928,17.895,17.928,612.7
2025-07-19 15:48,17.93,17.969,17.924,17.968,5952.7
2025-07-19 15:51,17.944,17.953,17.919,17.928,2531.9
2025-07-19 15:54,17.918,17.943,17.918,17.937,83.2
2025-07-19 15:57,17.951,17.954,17.926,17.93,62.2
2025-07-19 16:00,17.945,17.957,17.878,17.878,2752.9
2025-07-19 16:03,17.88,17.908,17.87,17.908,1847.0
2025-07-19 16:06,17.902,17.928,17.902,17.906,3456.6
2025-07-19 16:09,17.893,17.953,17.893,17.945,467.0
2025-07-19 16:12,17.916,17.927,17.892,17.898,638.9
2025-07-19 16:15,17.882,17.928,17.869,17.893,218.7
2025-07-19 16:18,17.902,17.902,17.9,17.9,140.4
2025-07-19 16:21,17.933,17.974,17.933,17.971,134.4
2025-07-19 16:24,17.973,18.065,17.973,18.052,3974.2
2025-07-19 16:27,18.053,18.107,18.053,18.089,855.7
2025-07-19 16:30,18.085,18.111,18.068,18.103,904.5
2025-07-19 16:33,18.108,18.108,18.089,18.108,600.4
2025-07-19 16:36,18.109,18.147,18.109,18.143,3377.4
2025-07-19 16:39,18.14,18.14,18.1,18.1,1724.1
2025-07-19 16:42,18.114,18.158,18.113,18.132,1558.5
2025-07-19 16:45,18.13,18.158,18.104,18.137,550.1
2025-07-19 16:48,18.142,18.144,18.131,18.142,54.0
2025-07-19 16:51,18.143,18.147,18.059,18.059,1008.1
2025-07-19 16:54,18.07,18.094,18.07,18.093,957.7
2025-07-19 16:57,18.074,18.08,18.074,18.08,3.5
2025-07-19 17:00,18.075,18.108,18.062,18.108,605.9
2025-07-19 17:03,18.106,18.122,18.106,18.107,165.4
2025-07-19 17:06,18.108,18.123,18.082,18.123,716.0
2025-07-19 17:09,18.091,18.103,18.07,18.07,571.5
2025-07-19 17:12,18.091,18.091,18.068,18.068,33.7
2025-07-19 17:15,18.068,18.087,18.068,18.08,397.8
2025-07-19 17:18,18.076,18.097,18.076,18.089,602.8
2025-07-19 17:21,18.113,18.116,18.092,18.108,1343.2
2025-07-19 17:24,18.103,18.111,18.094,18.099,763.6
2025-07-19 17:27,18.099,18.1,18.075,18.099,1301.1
2025-07-19 17:30,18.101,18.101,18.073,18.099,26.0
2025-07-19 17:33,18.077,18.077,18.057,18.062,135.5
