timestamp,open,close,high,low,volume
2022-11-30 04:00,1.1356,1.1495,1.1339,1.141,0.0
2022-11-30 08:00,1.1408,1.1448,1.1136,1.1153,0.0
2022-11-30 12:00,1.1158,1.1447,1.1156,1.1419,0.0
2022-11-30 16:00,1.1419,1.1466,1.115,1.1305,0.0
2022-11-30 20:00,1.1309,1.1454,1.1299,1.1346,0.0
2022-12-01 00:00,1.1346,1.1483,1.1217,1.1435,0.0
2022-12-01 04:00,1.1435,1.149,1.1245,1.1308,0.0
2022-12-01 08:00,1.131,1.1341,1.1211,1.13,0.0
2022-12-01 12:00,1.1302,1.1388,1.0899,1.1074,0.0
2022-12-01 16:00,1.1076,1.1157,1.1031,1.106,0.0
2022-12-01 20:00,1.1055,1.1128,1.0924,1.1062,0.0
2022-12-02 00:00,1.1057,1.1196,1.0872,1.0896,0.0
2022-12-02 04:00,1.0894,1.1044,1.0775,1.0994,0.0
2022-12-02 08:00,1.0994,1.1154,1.0957,1.1104,0.0
2022-12-02 12:00,1.1103,1.1223,1.0938,1.1086,0.0
2022-12-02 16:00,1.1089,1.1145,1.0969,1.1141,0.0
2022-12-02 20:00,1.1138,1.1263,1.1124,1.1258,0.0
2022-12-03 00:00,1.1256,1.1259,1.1079,1.1182,0.0
2022-12-03 04:00,1.1183,1.1233,1.103,1.1052,0.0
2022-12-03 08:00,1.1052,1.1057,1.0942,1.1021,0.0
2022-12-03 12:00,1.1026,1.1098,1.0975,1.1027,0.0
2022-12-03 16:00,1.1027,1.1113,1.0918,1.0933,0.0
2022-12-03 20:00,1.093,1.0948,1.0873,1.0921,0.0
2022-12-04 00:00,1.093,1.104,1.0819,1.0928,0.0
2022-12-04 04:00,1.0929,1.1045,1.0899,1.0909,0.0
2022-12-04 08:00,1.0909,1.0993,1.0874,1.0888,0.0
2022-12-04 12:00,1.0894,1.0995,1.0873,1.0931,0.0
2022-12-04 16:00,1.0931,1.1115,1.09,1.106,0.0
2022-12-04 20:00,1.1058,1.1166,1.102,1.1055,0.0
2022-12-05 00:00,1.1053,1.1215,1.1009,1.1174,0.0
2022-12-05 04:00,1.1174,1.1412,1.1161,1.1367,0.0
2022-12-05 08:00,1.1362,1.1407,1.1109,1.1222,0.0
2022-12-05 12:00,1.122,1.122,1.0808,1.0853,0.0
2022-12-05 16:00,1.085,1.0915,1.06,1.0666,0.0
2022-12-05 20:00,1.0666,1.0792,1.0635,1.0768,0.0
2022-12-06 00:00,1.077,1.0848,1.067,1.0729,0.0
2022-12-06 04:00,1.0729,1.0777,1.0666,1.0775,0.0
2022-12-06 08:00,1.0774,1.0775,1.0634,1.0649,0.0
2022-12-06 12:00,1.0651,1.0706,1.0555,1.0652,0.0
2022-12-06 16:00,1.0647,1.0694,1.0492,1.0586,0.0
2022-12-06 20:00,1.0587,1.0636,1.0526,1.0604,0.0
2022-12-07 00:00,1.0604,1.0657,1.0568,1.06,0.0
2022-12-07 04:00,1.0603,1.0637,1.0006,1.0106,0.0
2022-12-07 08:00,1.0103,1.0385,1.0044,1.0322,0.0
2022-12-07 12:00,1.0326,1.0395,1.027,1.0324,0.0
2022-12-07 16:00,1.0324,1.0328,1.021,1.0284,0.0
2022-12-07 20:00,1.0282,1.0282,1.0026,1.0047,0.0
2022-12-08 00:00,1.0046,1.0215,1.0004,1.0127,0.0
2022-12-08 04:00,1.0127,1.0127,0.9967,1.0111,0.0
2022-12-08 08:00,1.0111,1.0183,0.998,1.0135,0.0
2022-12-08 12:00,1.013,1.0274,1.0048,1.0266,0.0
2022-12-08 16:00,1.0267,1.0539,1.0235,1.0471,0.0
2022-12-08 20:00,1.0473,1.053,1.0398,1.0473,0.0
2022-12-09 00:00,1.0473,1.0537,1.0303,1.048,0.0
2022-12-09 04:00,1.0481,1.0575,1.0474,1.0505,0.0
2022-12-09 08:00,1.0506,1.0606,1.0446,1.056,0.0
2022-12-09 12:00,1.0564,1.06,1.0285,1.0412,0.0
2022-12-09 16:00,1.041,1.0464,1.0311,1.0369,0.0
