timestamp,open,close,high,low,volume
2022-12-02 12:00,7.623,7.685,7.45,7.561,0.0
2022-12-02 16:00,7.56,7.607,7.516,7.588,0.0
2022-12-02 20:00,7.587,7.641,7.548,7.604,0.0
2022-12-03 00:00,7.604,7.63,7.426,7.486,0.0
2022-12-03 04:00,7.486,7.514,7.363,7.447,0.0
2022-12-03 08:00,7.447,7.456,7.365,7.426,0.0
2022-12-03 12:00,7.426,7.463,7.38,7.413,0.0
2022-12-03 16:00,7.412,7.42,7.298,7.318,0.0
2022-12-03 20:00,7.317,7.354,7.201,7.233,0.0
2022-12-04 00:00,7.233,7.34,7.173,7.306,0.0
2022-12-04 04:00,7.306,7.387,7.298,7.342,0.0
2022-12-04 08:00,7.343,7.38,7.269,7.289,0.0
2022-12-04 12:00,7.289,7.365,7.251,7.347,0.0
2022-12-04 16:00,7.346,7.399,7.278,7.365,0.0
2022-12-04 20:00,7.364,7.466,7.324,7.439,0.0
2022-12-05 00:00,7.437,7.55,7.41,7.517,0.0
2022-12-05 04:00,7.517,7.58,7.471,7.519,0.0
2022-12-05 08:00,7.52,7.593,7.494,7.525,0.0
2022-12-05 12:00,7.525,7.537,7.305,7.348,0.0
2022-12-05 16:00,7.349,7.363,7.155,7.195,0.0
2022-12-05 20:00,7.194,7.282,7.173,7.27,0.0
2022-12-06 00:00,7.27,7.331,7.229,7.243,0.0
2022-12-06 04:00,7.244,7.301,7.197,7.273,0.0
2022-12-06 08:00,7.274,7.302,7.161,7.206,0.0
2022-12-06 12:00,7.205,7.281,7.18,7.249,0.0
2022-12-06 16:00,7.249,7.314,7.02,7.056,0.0
2022-12-06 20:00,7.056,7.145,6.951,7.126,0.0
2022-12-07 00:00,7.127,7.156,7.034,7.037,0.0
2022-12-07 04:00,7.036,7.073,6.73,6.799,0.0
2022-12-07 08:00,6.799,6.896,6.764,6.863,0.0
2022-12-07 12:00,6.863,6.895,6.817,6.845,0.0
2022-12-07 16:00,6.845,6.858,6.781,6.831,0.0
2022-12-07 20:00,6.832,6.929,6.792,6.877,0.0
2022-12-08 00:00,6.877,6.91,6.77,6.845,0.0
2022-12-08 04:00,6.845,6.902,6.801,6.88,0.0
2022-12-08 08:00,6.88,6.928,6.788,6.916,0.0
2022-12-08 12:00,6.917,6.954,6.869,6.921,0.0
2022-12-08 16:00,6.921,7.063,6.889,7.027,0.0
2022-12-08 20:00,7.028,7.046,6.973,6.997,0.0
2022-12-09 00:00,6.997,7.03,6.932,6.974,0.0
2022-12-09 04:00,6.974,7.043,6.967,7.016,0.0
2022-12-09 08:00,7.017,7.048,6.981,7.024,0.0
2022-12-09 12:00,7.024,7.048,6.879,6.941,0.0
2022-12-09 16:00,6.941,6.945,6.818,6.835,0.0
2022-12-09 20:00,6.835,6.872,6.791,6.859,0.0
2022-12-10 00:00,6.859,6.871,6.818,6.825,0.0
2022-12-10 04:00,6.824,6.849,6.796,6.835,0.0
2022-12-10 08:00,6.835,6.905,6.687,6.848,0.0
2022-12-10 12:00,6.848,6.917,6.826,6.895,0.0
2022-12-10 16:00,6.896,6.914,6.851,6.875,0.0
2022-12-10 20:00,6.875,6.896,6.82,6.852,0.0
2022-12-11 00:00,6.852,6.917,6.841,6.913,0.0
2022-12-11 04:00,6.912,6.957,6.892,6.932,0.0
2022-12-11 08:00,6.933,6.938,6.872,6.89,0.0
2022-12-11 12:00,6.889,6.914,6.844,6.868,0.0
2022-12-11 16:00,6.868,6.917,6.831,6.859,0.0
2022-12-11 20:00,6.86,6.86,6.627,6.694,0.0
2022-12-12 00:00,6.694,6.712,6.433,6.565,0.0
2022-12-12 04:00,6.564,6.606,6.534,6.587,0.0
2022-12-12 08:00,6.587,6.675,6.552,6.639,0.0
2022-12-12 12:00,6.639,6.66,6.56,6.587,0.0
2022-12-12 16:00,6.586,6.617,6.565,6.614,0.0
2022-12-12 20:00,6.614,6.724,6.606,6.696,0.0
2022-12-13 00:00,6.696,6.71,6.593,6.599,0.0
2022-12-13 04:00,6.598,6.639,6.461,6.538,0.0
2022-12-13 08:00,6.538,6.749,6.52,6.728,0.0
2022-12-13 12:00,6.727,7.044,6.685,6.919,0.0
2022-12-13 16:00,6.92,6.972,6.778,6.873,0.0
2022-12-13 20:00,6.874,6.93,6.851,6.924,0.0
2022-12-14 00:00,6.925,6.964,6.855,6.879,0.0
2022-12-14 04:00,6.879,6.914,6.832,6.88,0.0
2022-12-14 08:00,6.88,6.902,6.842,6.856,0.0
2022-12-14 12:00,6.855,6.904,6.813,6.878,0.0
2022-12-14 16:00,6.879,6.929,6.684,6.752,0.0
2022-12-14 20:00,6.751,6.783,6.681,6.716,0.0
2022-12-15 00:00,6.716,6.73,6.561,6.655,0.0
2022-12-15 04:00,6.656,6.66,6.6,6.608,0.0
2022-12-15 08:00,6.609,6.643,6.568,6.616,0.0
2022-12-15 12:00,6.615,6.621,6.503,6.572,0.0
2022-12-15 16:00,6.573,6.576,6.414,6.532,0.0
2022-12-15 20:00,6.532,6.539,6.378,6.451,0.0
2022-12-16 00:00,6.451,6.526,6.421,6.513,0.0
2022-12-16 04:00,6.513,6.538,6.452,6.52,0.0
2022-12-16 08:00,6.521,6.526,6.133,6.248,0.0
2022-12-16 12:00,6.248,6.267,6.12,6.156,0.0
2022-12-16 16:00,6.156,6.17,6.05,6.16,0.0
2022-12-16 20:00,6.161,6.209,5.771,5.889,0.0
2022-12-17 00:00,5.889,5.944,5.783,5.896,0.0
2022-12-17 04:00,5.896,6.028,5.89,6.019,0.0
2022-12-17 08:00,6.019,6.062,5.969,5.994,0.0
2022-12-17 12:00,5.993,6.044,5.953,6.017,0.0
2022-12-17 16:00,6.017,6.024,5.9,5.953,0.0
2022-12-17 20:00,5.953,6.04,5.944,6.025,0.0
2022-12-18 00:00,6.027,6.061,5.963,6.029,0.0
2022-12-18 04:00,6.028,6.06,5.98,5.997,0.0
2022-12-18 08:00,5.997,6.006,5.91,5.985,0.0
2022-12-18 12:00,5.985,6.008,5.937,5.939,0.0
2022-12-18 16:00,5.939,6.039,5.935,6.007,0.0
2022-12-18 20:00,6.006,6.037,5.924,5.948,0.0
2022-12-19 00:00,5.948,6.021,5.825,5.881,0.0
2022-12-19 04:00,5.88,5.939,5.868,5.933,0.0
2022-12-19 08:00,5.932,6.034,5.93,6.012,0.0
2022-12-19 12:00,6.012,6.066,5.96,5.967,0.0
2022-12-19 16:00,5.967,5.988,5.834,5.872,0.0
2022-12-19 20:00,5.871,5.914,5.658,5.786,0.0
