timestamp,open,close,high,low,volume
2025-06-07 18:45,105572.0,105624.0,105475.0,105557.0,82.44129
2025-06-07 19:00,105557.0,105732.0,105557.0,105681.0,184.67855
2025-06-07 19:15,105680.0,105834.0,105674.0,105800.0,146.56545
2025-06-07 19:30,105797.0,105801.0,105657.0,105658.0,92.23133
2025-06-07 19:45,105657.0,105673.0,105584.0,105672.0,73.46719
2025-06-07 20:00,105672.0,105822.0,105672.0,105820.0,57.98633
2025-06-07 20:15,105820.0,105849.0,105794.0,105821.0,61.65131
2025-06-07 20:30,105820.0,105820.0,105736.0,105764.0,120.19759
2025-06-07 20:45,105764.0,105827.0,105756.0,105795.0,34.8254
2025-06-07 21:00,105795.0,105813.0,105737.0,105746.0,86.51022
2025-06-07 21:15,105746.0,105776.0,105724.0,105750.0,39.77657
2025-06-07 21:30,105750.0,105805.0,105740.0,105790.0,53.34754
2025-06-07 21:45,105790.0,105790.0,105660.0,105701.0,122.02185
2025-06-07 22:00,105700.0,105723.0,105609.0,105663.0,143.18051
2025-06-07 22:15,105663.0,105780.0,105660.0,105759.0,53.51829
2025-06-07 22:30,105759.0,105866.0,105754.0,105830.0,93.26089
2025-06-07 22:45,105830.0,105847.0,105754.0,105779.0,39.59231
2025-06-07 23:00,105779.0,105779.0,105666.0,105667.0,39.69206
2025-06-07 23:15,105667.0,105694.0,105555.0,105625.0,96.59264
2025-06-07 23:30,105625.0,105665.0,105481.0,105544.0,236.43287
2025-06-07 23:45,105544.0,105563.0,105455.0,105476.0,213.44389
2025-06-08 00:00,105476.0,105479.0,105383.0,105389.0,183.12055
2025-06-08 00:15,105389.0,105480.0,105388.0,105449.0,33.57196
2025-06-08 00:30,105449.0,105670.0,105448.0,105450.0,490.88579
2025-06-08 00:45,105450.0,105450.0,105400.0,105431.0,92.18592
2025-06-08 01:00,105431.0,105534.0,105354.0,105488.0,125.54434
2025-06-08 01:15,105487.0,105552.0,105453.0,105485.0,38.41227
2025-06-08 01:30,105488.0,105619.0,105488.0,105619.0,59.26114
2025-06-08 01:45,105619.0,105733.0,105594.0,105664.0,199.88326
2025-06-08 02:00,105665.0,105665.0,105439.0,105457.0,64.60001
2025-06-08 02:15,105457.0,105533.0,105430.0,105462.0,51.0007
2025-06-08 02:30,105462.0,105525.0,105448.0,105500.0,20.51899
2025-06-08 02:45,105500.0,105525.0,105400.0,105401.0,47.52166
2025-06-08 03:00,105401.0,105401.0,105348.0,105363.0,76.58674
2025-06-08 03:15,105363.0,105376.0,105336.0,105353.0,58.12097
2025-06-08 03:30,105353.0,105453.0,105352.0,105445.0,92.34813
2025-06-08 03:45,105445.0,105463.0,105431.0,105445.0,22.83303
2025-06-08 04:00,105445.0,105445.0,105370.0,105401.0,86.47736
2025-06-08 04:15,105401.0,105489.0,105400.0,105457.0,110.87705
2025-06-08 04:30,105457.0,105611.0,105457.0,105559.0,151.4683
2025-06-08 04:45,105559.0,105609.0,105558.0,105598.0,44.4671
2025-06-08 05:00,105598.0,105598.0,105503.0,105503.0,32.94644
2025-06-08 05:15,105505.0,105616.0,105502.0,105578.0,43.20508
2025-06-08 05:30,105578.0,105580.0,105439.0,105453.0,43.1215
2025-06-08 05:45,105453.0,105453.0,105388.0,105390.0,133.94224
2025-06-08 06:00,105389.0,105514.0,105389.0,105513.0,43.30024
2025-06-08 06:15,105513.0,105562.0,105503.0,105516.0,17.57436
2025-06-08 06:30,105515.0,105535.0,105515.0,105519.0,7.82437
2025-06-08 06:45,105520.0,105535.0,105418.0,105419.0,49.58734
2025-06-08 07:00,105419.0,105484.0,105419.0,105483.0,131.96187
2025-06-08 07:15,105484.0,105542.0,105432.0,105437.0,136.62605
2025-06-08 07:30,105437.0,105448.0,105405.0,105408.0,62.25396
2025-06-08 07:45,105409.0,105410.0,105380.0,105387.0,48.00522
2025-06-08 08:00,105387.0,105462.0,105386.0,105441.0,26.60872
2025-06-08 08:15,105440.0,105441.0,105378.0,105406.0,55.95816
2025-06-08 08:30,105407.0,105421.0,105383.0,105407.0,75.86827
2025-06-08 08:45,105407.0,105414.0,105343.0,105344.0,21.38604
2025-06-08 09:00,105344.0,105365.0,105208.0,105272.0,297.48468
2025-06-08 09:15,105272.0,105299.0,105024.0,105133.0,167.97088
2025-06-08 09:30,105133.0,105192.0,105115.0,105170.0,77.92093
2025-06-08 09:45,105170.0,105170.0,105170.0,105170.0,0.0
