timestamp,close_base_price,close_quote_price,spread,mean_spreads,z_score
2025-07-26 09:34:00,188.58,3757.3,3568.7200000000003,,
2025-07-26 09:35:00,188.64,3758.5,3569.86,,
2025-07-26 09:36:00,188.64,3758.6,3569.96,,
2025-07-26 09:37:00,188.53,3757.7,3569.1699999999996,,
2025-07-26 09:38:00,188.65,3757.0,3568.35,,
2025-07-26 09:39:00,188.65,3758.3,3569.65,,
2025-07-26 09:40:00,188.88,3758.5,3569.62,,
2025-07-26 09:41:00,188.89,3758.7,3569.81,,
2025-07-26 09:42:00,188.97,3756.9,3567.9300000000003,,
2025-07-26 09:43:00,189.03,3756.7,3567.6699999999996,,
2025-07-26 09:44:00,189.1,3757.5,3568.4,,
2025-07-26 09:45:00,189.15,3758.6,3569.45,,
2025-07-26 09:46:00,189.39,3758.0,3568.61,,
2025-07-26 09:47:00,189.14,3757.4,3568.26,,
2025-07-26 09:48:00,189.04,3756.5,3567.46,,
2025-07-26 09:49:00,188.98,3757.1,3568.12,,
2025-07-26 09:50:00,188.92,3756.5,3567.58,,
2025-07-26 09:51:00,189.03,3757.4,3568.37,,
2025-07-26 09:52:00,189.01,3758.8,3569.79,,
2025-07-26 09:53:00,189.07,3759.2,3570.1299999999997,,
2025-07-26 09:54:00,189.15,3759.7,3570.5499999999997,,
2025-07-26 09:55:00,189.13,3759.3,3570.17,,
2025-07-26 09:56:00,189.14,3759.8,3570.6600000000003,,
2025-07-26 09:57:00,189.17,3761.6,3572.43,,
2025-07-26 09:58:00,189.25,3762.9,3573.65,,
2025-07-26 09:59:00,189.25,3763.1,3573.85,,
2025-07-26 10:00:00,189.34,3763.8,3574.46,,
2025-07-26 10:01:00,189.5,3765.8,3576.3,,
2025-07-26 10:02:00,189.57,3767.1,3577.5299999999997,,
2025-07-26 10:03:00,189.58,3765.9,3576.32,,
2025-07-26 10:04:00,189.68,3763.8,3574.1200000000003,,
2025-07-26 10:05:00,189.82,3761.4,3571.58,,
2025-07-26 10:06:00,189.76,3759.7,3569.9399999999996,,
2025-07-26 10:07:00,189.47,3759.6,3570.13,,
